
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      |
| 1476.png                 | 0.8798      | 0.7855      | 0.8166      | 0.9537      |
| 1477.png                 | 0.7494      | 0.5992      | 0.6247      | 0.9363      |
| 1478.png                 | 0.8259      | 0.7035      | 0.7320      | 0.9474      |
| 1479.png                 | 0.6511      | 0.4827      | 0.5349      | 0.8319      |
| 1480.png                 | 0.5264      | 0.3572      | 0.8829      | 0.3750      |
| 1481.png                 | 0.8194      | 0.6941      | 0.7874      | 0.8541      |
| 1482.png                 | 0.7753      | 0.6330      | 0.9427      | 0.6583      |
| 1484.png                 | 0.8744      | 0.7768      | 0.8068      | 0.9543      |
| 1485.png                 | 0.8728      | 0.7743      | 0.9001      | 0.8471      |
| 1486.png                 | 0.8036      | 0.6717      | 0.8809      | 0.7387      |
| 1487.png                 | 0.7670      | 0.6221      | 0.9421      | 0.6468      |
| 1488.png                 | 0.7317      | 0.5769      | 0.8534      | 0.6404      |
| 1490.png                 | 0.6968      | 0.5346      | 0.7201      | 0.6749      |
| 1491.png                 | 0.7887      | 0.6511      | 0.7019      | 0.9000      |
| 1492.png                 | 0.8472      | 0.7349      | 0.7786      | 0.9291      |
| 1496.png                 | 0.5784      | 0.4069      | 0.9170      | 0.4224      |
| 1498.png                 | 0.4522      | 0.2921      | 0.9578      | 0.2959      |
| 1499.png                 | 0.8348      | 0.7165      | 0.7960      | 0.8776      |
| 15.png                   | 0.8991      | 0.8167      | 0.9729      | 0.8356      |
| 1500.png                 | 0.9415      | 0.8894      | 0.9331      | 0.9500      |
| 1501.png                 | 0.9102      | 0.8351      | 0.8748      | 0.9485      |
| 1503.png                 | 0.7717      | 0.6283      | 0.6495      | 0.9505      |
| 1506.png                 | 0.5560      | 0.3850      | 0.3982      | 0.9210      |
| 1507.png                 | 0.9181      | 0.8486      | 0.9346      | 0.9022      |
| 1508.png                 | 0.9067      | 0.8294      | 0.8666      | 0.9507      |
| 1509.png                 | 0.9384      | 0.8839      | 0.9472      | 0.9298      |
| 1510.png                 | 0.5155      | 0.3472      | 0.3816      | 0.7942      |
