
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      | 
| 1469.png                 | 0.7123      | 0.5531      | 0.5896      | 0.8994      | 
| 147.png                  | 0.3084      | 0.1823      | 0.1824      | 0.9954      | 
| 1470.png                 | 0.5963      | 0.4248      | 0.4419      | 0.9163      | 
| 1472.png                 | 0.7278      | 0.5721      | 0.6244      | 0.8723      | 
| 1473.png                 | 0.5825      | 0.4109      | 0.4299      | 0.9031      | 
| 1474.png                 | 0.6255      | 0.4551      | 0.4633      | 0.9626      | 
| 1476.png                 | 0.7737      | 0.6309      | 0.6469      | 0.9624      | 
| 1477.png                 | 0.6854      | 0.5213      | 0.5347      | 0.9543      | 
| 1478.png                 | 0.7407      | 0.5882      | 0.5969      | 0.9760      | 
| 1479.png                 | 0.3901      | 0.2423      | 0.2525      | 0.8574      | 
| 1480.png                 | 0.7874      | 0.6494      | 0.7601      | 0.8168      | 
| 1481.png                 | 0.7382      | 0.5851      | 0.6229      | 0.9060      | 
| 1482.png                 | 0.7473      | 0.5965      | 0.8268      | 0.6817      | 
| 1484.png                 | 0.8351      | 0.7169      | 0.7287      | 0.9779      | 
| 1485.png                 | 0.7984      | 0.6644      | 0.7457      | 0.8590      | 
| 1486.png                 | 0.7549      | 0.6063      | 0.7705      | 0.7400      | 
| 1487.png                 | 0.0107      | 0.0054      | 0.0054      | 0.7417      | 
| 1488.png                 | 0.8002      | 0.6670      | 0.7500      | 0.8577      | 
| 1490.png                 | 0.6752      | 0.5096      | 0.6183      | 0.7435      | 
| 1491.png                 | 0.5964      | 0.4249      | 0.4334      | 0.9557      | 
| 1492.png                 | 0.8256      | 0.7030      | 0.7351      | 0.9416      | 
| 1496.png                 | 0.5965      | 0.4250      | 0.8866      | 0.4494      | 
| 1498.png                 | 0.0686      | 0.0355      | 0.0356      | 0.9113      | 
| 1499.png                 | 0.5649      | 0.3936      | 0.4130      | 0.8933      | 
| 15.png                   | 0.9017      | 0.8209      | 0.9690      | 0.8431      | 
