
==================== BANG DANH GIA MASK ====================
------------------------------------------------------------------------------------
| File                     | Dice        | IoU         | Precision   | Recall      | 
| 1452.png                 | 0.1141      | 0.0605      | 0.0609      | 0.9020      | 
| 1453.png                 | 0.0948      | 0.0498      | 0.0499      | 0.9483      | 
| 1454.png                 | 0.0963      | 0.0506      | 0.0510      | 0.8570      | 
| 1455.png                 | 0.0286      | 0.0145      | 0.0151      | 0.2535      | 
| 1456.png                 | 0.0396      | 0.0202      | 0.0206      | 0.5057      | 
| 1457.png                 | 0.0634      | 0.0327      | 0.0333      | 0.6734      | 
| 1458.png                 | 0.0510      | 0.0262      | 0.0269      | 0.5125      | 
| 1460.png                 | 0.0605      | 0.0312      | 0.0323      | 0.4734      | 
| 1461.png                 | 0.0921      | 0.0483      | 0.0498      | 0.6181      | 
| 1462.png                 | 0.0448      | 0.0229      | 0.0229      | 0.9970      | 
| 1469.png                 | 0.0389      | 0.0198      | 0.0199      | 0.9193      | 
| 147.png                  | 0.0035      | 0.0018      | 0.0041      | 0.0031      | 
| 1470.png                 | 0.0356      | 0.0181      | 0.0182      | 0.8884      | 
| 1472.png                 | 0.0363      | 0.0185      | 0.0189      | 0.4821      | 
| 1473.png                 | 0.0282      | 0.0143      | 0.0147      | 0.3656      | 
| 1474.png                 | 0.0452      | 0.0231      | 0.0233      | 0.7181      | 
| 1476.png                 | 0.0256      | 0.0130      | 0.0130      | 0.9812      | 
| 1477.png                 | 0.0433      | 0.0221      | 0.0222      | 0.9651      | 
| 1478.png                 | 0.0267      | 0.0135      | 0.0135      | 0.9895      | 
| 1479.png                 | 0.0169      | 0.0085      | 0.0085      | 0.8915      | 
| 1480.png                 | 0.0520      | 0.0267      | 0.0278      | 0.3920      | 
| 1481.png                 | 0.0555      | 0.0286      | 0.0299      | 0.3890      | 
| 1482.png                 | 0.0514      | 0.0264      | 0.0281      | 0.3056      | 
| 1484.png                 | 0.0467      | 0.0239      | 0.0248      | 0.3996      | 
| 1485.png                 | 0.0496      | 0.0255      | 0.0264      | 0.4267      | 
| 1486.png                 | 0.0333      | 0.0169      | 0.0176      | 0.3124      | 
| 1487.png                 | 0.0402      | 0.0205      | 0.0206      | 0.8344      | 
| 1488.png                 | 0.0605      | 0.0312      | 0.0314      | 0.8034      | 
| 1490.png                 | 0.0663      | 0.0343      | 0.0359      | 0.4275      | 
| 1491.png                 | 0.0491      | 0.0252      | 0.0257      | 0.5494      | 
| 1492.png                 | 0.0604      | 0.0312      | 0.0315      | 0.7455      | 
| 1496.png                 | 0.0675      | 0.0349      | 0.0379      | 0.3072      | 
| 1498.png                 | 0.0178      | 0.0090      | 0.0097      | 0.1028      | 
| 1499.png                 | 0.0638      | 0.0329      | 0.0362      | 0.2699      | 
| 15.png                   | 0.2851      | 0.1662      | 0.1704      | 0.8725      | 
